STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,Cluster
KARNATAKA,MYSORE RURAL,2010,80,72,0,43,0,43,37,25,12,8,1,34,294,338,117,221,303,12,47,1,0,1029,13,93,0,161,0,0,1898,4464,1
KARNATAKA,RAMANAGAR,2010,89,72,0,14,0,14,38,24,14,10,4,70,244,512,233,279,275,8,57,11,28,531,22,53,0,76,0,0,2326,4440,1
KARNATAKA,TUMKUR,2010,88,57,4,25,0,25,29,14,15,15,3,87,255,652,217,435,278,11,85,5,34,773,14,107,0,78,0,16,2485,5101,1
MADHYA PRADESH,BETUL,2010,58,27,0,144,0,144,25,22,3,0,0,16,108,189,75,114,3,0,14,0,11,346,24,152,9,42,0,152,1857,3177,1
MADHYA PRADESH,BHOPAL,2010,71,73,5,106,0,106,66,59,7,8,2,207,883,2488,1578,910,104,9,186,3,14,1495,31,28,186,205,1,291,7249,13711,1
MADHYA PRADESH,CHHATARPUR,2010,69,71,4,55,0,55,26,24,2,1,4,64,310,243,127,116,83,6,37,1,19,705,24,184,11,55,0,129,2591,4692,1
MADHYA PRADESH,CHHINDWARA,2010,86,27,3,102,0,102,17,14,3,1,2,22,191,279,111,168,81,9,51,0,10,1331,8,235,38,105,0,219,2373,5190,1
MADHYA PRADESH,DHAR,2010,71,66,2,89,0,89,42,41,1,6,2,34,191,473,222,251,93,34,20,0,33,543,54,176,22,82,0,342,3362,5737,1
MADHYA PRADESH,GWALIOR,2010,99,176,26,71,0,71,102,82,20,10,7,190,1105,2044,1466,578,173,35,156,1,23,1195,52,180,18,248,0,265,5161,11337,1
MADHYA PRADESH,HOSHANGABAD,2010,52,39,3,73,0,73,38,35,3,4,0,46,216,368,199,169,49,9,50,0,16,524,20,140,48,111,0,0,2478,4284,1
MADHYA PRADESH,INDORE,2010,108,149,4,104,0,104,56,45,11,6,14,238,836,3843,2843,1000,108,51,174,16,41,3468,38,338,67,352,2,426,8034,18473,1
MADHYA PRADESH,JABALPUR,2010,81,95,0,130,0,130,34,32,2,2,10,73,349,766,513,253,83,5,89,0,8,1432,56,189,60,185,1,193,6132,9973,1
MADHYA PRADESH,REWA,2010,51,44,0,81,0,81,45,43,2,3,2,50,347,452,200,252,56,21,38,1,27,763,37,140,1,124,0,196,3083,5562,1
MADHYA PRADESH,SAGAR,2010,90,123,1,120,0,120,67,63,4,2,4,54,382,533,279,254,108,14,43,2,28,2721,35,385,16,133,0,222,3435,8518,1
MADHYA PRADESH,SATNA,2010,73,49,4,89,0,89,27,20,7,4,2,45,321,420,244,176,42,16,27,0,17,984,26,199,18,119,0,327,2564,5373,1
MADHYA PRADESH,UJJAIN,2010,77,120,1,77,0,77,54,48,6,1,0,92,409,967,449,518,129,22,61,1,33,574,20,179,42,193,0,160,5496,8708,1
MAHARASHTRA,AHMEDNAGAR,2010,122,75,1,57,0,57,58,45,13,58,8,155,579,1517,536,981,570,47,254,9,46,718,10,115,1,604,0,703,1508,7215,1
MAHARASHTRA,AURANGABAD COMMR.,2010,38,86,1,23,0,23,40,30,10,22,3,122,347,1012,474,538,138,26,207,1,15,467,10,52,39,157,0,162,985,3953,1
MAHARASHTRA,BEED,2010,86,74,6,28,0,28,44,29,15,37,5,71,298,523,181,342,297,19,95,4,39,879,11,87,11,360,0,290,785,4049,1
MAHARASHTRA,JALGAON,2010,94,71,4,49,0,49,41,32,9,41,0,62,281,879,238,641,320,101,198,17,40,838,11,143,41,425,0,457,1295,5408,1
MAHARASHTRA,NAGPUR COMMR.,2010,88,69,5,58,0,58,57,34,23,13,13,259,599,1732,852,880,183,72,264,24,20,842,8,87,48,175,0,332,2780,7728,1
MAHARASHTRA,NAGPUR RURAL,2010,86,29,3,39,0,39,30,26,4,11,4,57,236,734,187,547,94,11,41,1,50,596,8,78,19,56,0,464,1275,3922,1
MAHARASHTRA,NANDED,2010,82,67,3,36,0,36,52,43,9,25,2,99,416,516,168,348,309,22,178,5,50,1181,68,85,5,315,0,276,1520,5312,1
MAHARASHTRA,NASIK COMMR.,2010,37,32,1,30,0,30,27,19,8,24,13,117,528,1882,963,919,146,52,187,23,17,268,2,46,18,124,0,217,693,4484,1
MAHARASHTRA,NASIK RURAL,2010,91,49,3,53,0,53,28,19,9,41,9,45,226,697,240,457,368,70,126,8,14,729,6,79,27,344,0,677,1321,5011,1
MAHARASHTRA,NAVI MUMBAI,2010,57,27,3,27,0,27,23,11,12,9,13,136,700,2040,1004,1036,135,72,452,5,6,462,3,36,38,89,0,432,1108,5873,1
MAHARASHTRA,PUNE RURAL,2010,141,81,15,72,0,72,48,33,15,42,30,145,642,1615,790,825,437,111,255,14,29,836,15,136,30,200,0,1096,1751,7741,1
MAHARASHTRA,SOLAPUR RURAL,2010,75,40,6,63,0,63,37,34,3,38,9,79,370,658,245,413,330,15,164,6,44,741,5,97,35,205,0,515,1219,4751,1
MAHARASHTRA,THANE COMMR.,2010,107,72,3,93,0,93,93,61,32,32,20,172,1080,3173,1493,1680,285,133,794,34,22,1322,9,152,32,365,0,343,1607,9943,1
MAHARASHTRA,THANE RURAL,2010,135,46,12,47,0,47,44,20,24,34,24,231,757,1242,560,682,373,40,299,11,29,817,6,95,42,120,0,683,1126,6213,1
MAHARASHTRA,YAVATMAL,2010,68,43,5,33,0,33,52,49,3,4,1,78,280,898,181,717,139,17,50,5,40,915,7,121,38,165,0,273,1545,4777,1
ODISHA,ANGUL,2010,61,59,0,39,0,39,42,42,0,22,0,73,143,307,70,237,104,1,65,0,13,28,13,253,5,68,0,145,1460,2901,1
ODISHA,BALASORE,2010,53,40,0,48,0,48,75,68,7,13,4,46,166,321,98,223,40,35,96,3,28,1363,40,188,29,211,0,5,526,3330,1
ODISHA,GANJAM,2010,87,198,0,48,0,48,47,42,5,22,17,66,109,151,45,106,96,17,38,0,29,197,25,296,19,0,0,65,355,1882,1
ODISHA,KEONJHAR,2010,85,62,13,45,0,45,37,32,5,31,6,86,81,333,87,246,72,21,31,4,21,158,18,107,8,85,0,331,731,2366,1
ODISHA,MAYURBHANJ,2010,88,62,0,76,0,76,73,72,1,10,2,25,123,252,56,196,26,18,36,1,18,92,27,189,10,146,0,90,859,2223,1
ODISHA,PURI,2010,52,85,0,22,0,22,47,40,7,11,18,143,157,302,108,194,94,5,61,0,15,53,26,16,0,86,0,116,1429,2738,1
PUNJAB,CP LUDHIANA,2010,90,92,14,55,0,55,152,108,44,8,5,31,229,888,484,404,0,39,417,5,6,248,9,29,11,119,0,263,1212,3922,1
RAJASTHAN,AJMER,2010,46,43,15,47,0,47,105,86,19,2,0,14,159,656,420,236,27,17,874,3,9,123,12,81,0,615,0,527,2737,6112,1
RAJASTHAN,ALWAR,2010,62,51,6,105,0,105,164,138,26,3,23,38,236,2128,1540,588,14,18,912,3,23,2598,42,122,0,588,0,458,2292,9886,1
RAJASTHAN,BHARATPUR,2010,83,86,1,83,0,83,203,152,51,0,1,34,60,1449,946,503,2,13,626,1,14,232,33,38,0,437,0,259,4770,8425,1
RAJASTHAN,BHILWARA,2010,32,29,2,48,0,48,143,130,13,0,1,34,222,781,462,319,54,13,548,1,25,69,3,74,1,593,0,330,2265,5268,1
RAJASTHAN,CHITTORGARH,2010,29,43,2,42,0,42,111,96,15,2,8,40,179,515,242,273,42,59,320,0,19,980,6,76,0,516,0,235,1531,4755,1
RAJASTHAN,DAUSA,2010,41,31,3,24,0,24,97,69,28,1,3,14,80,894,552,342,28,14,268,1,13,134,18,18,0,162,0,268,3024,5136,1
RAJASTHAN,DHOLPUR,2010,51,69,0,22,0,22,77,53,24,5,0,30,50,590,285,305,4,15,157,1,10,1637,28,18,0,186,0,107,1254,4311,1
RAJASTHAN,GANGANAGAR,2010,60,59,2,72,0,72,102,94,8,0,1,10,149,361,149,212,1,33,842,2,7,734,18,74,2,659,0,193,1860,5241,1
RAJASTHAN,JAIPUR EAST,2010,25,19,6,28,0,28,79,66,13,3,2,113,354,2463,1942,521,86,36,873,4,1,21,10,42,0,231,0,195,2082,6673,1
RAJASTHAN,JAIPUR RURAL,2010,61,34,4,27,0,27,109,90,19,6,1,23,263,970,522,448,50,20,805,1,13,496,13,63,1,253,0,604,4290,8107,1
RAJASTHAN,JAIPUR SOUTH,2010,18,24,1,18,0,18,61,47,14,0,5,107,304,1548,1099,449,29,206,1480,2,2,259,7,33,0,255,0,175,1589,6123,1
RAJASTHAN,JHALAWAR,2010,44,67,5,62,0,62,62,48,14,0,8,25,91,442,223,219,28,16,158,1,42,942,6,187,4,303,0,112,1376,3981,1
RAJASTHAN,KARAULI,2010,35,49,2,42,0,42,91,72,19,2,0,28,34,705,390,315,8,7,237,0,14,2,12,24,0,157,0,102,2910,4461,1
RAJASTHAN,KOTA CITY,2010,35,114,4,33,0,33,80,74,6,0,22,49,104,805,561,244,2,15,493,1,4,146,2,50,0,369,0,117,1633,4078,1
RAJASTHAN,NAGAUR,2010,54,31,1,60,0,60,69,57,12,0,0,12,158,453,227,226,0,12,451,0,14,53,22,86,0,348,0,279,2108,4211,1
RAJASTHAN,PALI,2010,41,34,3,53,0,53,102,98,4,0,0,14,153,363,155,208,3,14,393,0,8,45,9,75,0,442,0,323,3086,5161,1
RAJASTHAN,SIKAR,2010,58,35,0,52,0,52,114,86,28,0,0,12,173,478,193,285,29,16,660,1,24,250,12,11,0,313,0,329,2462,5029,1
RAJASTHAN,UDAIPUR,2010,77,107,5,111,0,111,186,151,35,3,2,80,303,794,432,362,215,22,835,2,52,1844,14,192,6,327,0,411,2514,8102,1
TAMIL NADU,CHENNAI,2010,103,158,2,47,0,47,47,30,17,2,2,74,383,1540,234,1306,60,21,524,72,1,773,16,45,23,125,0,604,6247,10869,1
TAMIL NADU,CHENNAISUBURBAN,2010,86,137,1,29,0,29,30,16,14,1,1,102,374,750,139,611,85,7,236,6,10,797,18,61,87,57,0,820,4975,8670,1
TAMIL NADU,COIMBATORE RURAL,2010,41,50,0,13,0,13,62,53,9,11,0,78,188,425,171,254,83,0,51,1,13,440,1,39,0,40,0,643,2627,4806,1
TAMIL NADU,ERODE,2010,57,32,1,15,0,15,64,39,25,3,1,73,136,461,234,227,39,12,77,5,5,581,2,43,2,26,0,495,4572,6702,1
TAMIL NADU,KANYAKUMARI,2010,42,100,1,12,0,12,57,55,2,3,0,90,216,318,124,194,0,3,124,4,25,756,2,10,102,93,0,260,2534,4752,1
TAMIL NADU,MADURAI RURAL,2010,59,78,1,17,0,17,58,41,17,2,0,95,160,348,107,241,168,14,123,2,17,586,14,62,6,77,0,550,2911,5348,1
TAMIL NADU,SALEM RURAL,2010,81,62,6,53,0,53,140,137,3,9,0,42,110,221,63,158,281,1,42,2,48,2665,4,165,0,62,0,541,4099,8634,1
TAMIL NADU,THANJAVUR,2010,82,124,1,7,0,7,42,42,0,4,2,141,298,870,455,415,104,2,43,7,18,744,3,75,0,9,0,462,3908,6946,1
TAMIL NADU,THENI,2010,42,122,0,18,0,18,93,80,13,0,0,53,134,321,91,230,69,2,239,1,27,712,5,61,65,125,0,253,3042,5384,1
TAMIL NADU,THIRUNELVELI RURAL,2010,83,215,3,48,0,48,65,58,7,2,0,77,195,445,92,353,4,4,129,7,52,1012,3,88,0,52,0,409,4884,7777,1
TAMIL NADU,THOOTHUGUDI,2010,84,168,1,32,0,32,32,25,7,1,0,63,202,336,98,238,0,11,79,1,35,574,3,4,0,57,0,347,2924,4954,1
TAMIL NADU,TIRUPPUR,2010,60,42,0,10,0,10,52,44,8,7,0,126,195,800,382,418,39,8,55,4,6,432,6,24,0,46,0,748,2578,5238,1
TAMIL NADU,VELLORE,2010,82,56,2,30,0,30,68,56,12,1,0,33,208,656,346,310,5,8,42,31,12,758,8,28,1,65,0,752,5403,8249,1
TAMIL NADU,VILLUPURAM,2010,63,84,0,50,0,50,82,78,4,0,0,19,95,287,146,141,302,4,75,26,34,753,4,80,43,26,0,821,3842,6690,1
TAMIL NADU,VIRUDHUNAGAR,2010,52,78,0,20,0,20,58,58,0,3,0,73,120,266,49,217,68,2,105,5,27,546,2,25,100,60,0,309,2926,4845,1
TRIPURA,WEST,2010,83,25,6,118,0,118,48,42,6,7,1,29,101,219,44,175,67,27,60,5,18,450,10,114,5,431,0,112,664,2600,1
UTTAR PRADESH,AGRA,2010,117,127,51,26,0,26,252,212,40,5,1,56,166,1840,1437,403,235,150,358,58,6,458,80,91,0,355,0,519,1968,6919,1
UTTAR PRADESH,ALLAHABAD,2010,133,92,30,33,0,33,136,116,20,6,0,55,252,899,606,293,155,82,225,36,4,352,84,55,0,177,0,400,1749,4955,1
UTTAR PRADESH,AZAMGARH,2010,68,41,27,23,0,23,78,65,13,2,1,47,57,201,108,93,62,44,73,5,2,233,23,17,0,70,0,204,486,1764,1
UTTAR PRADESH,BADAUN,2010,84,100,41,22,0,22,81,69,12,1,0,31,29,155,62,93,18,17,85,0,0,246,48,49,0,41,0,187,968,2203,1
UTTAR PRADESH,BAHRAICH,2010,58,46,24,25,0,25,132,127,5,12,0,25,98,192,71,121,66,44,171,2,11,150,42,40,1,83,0,94,865,2181,1
UTTAR PRADESH,BARABANKI,2010,47,31,12,22,0,22,90,90,0,1,1,14,70,183,54,129,6,104,57,1,1,263,20,34,0,97,0,241,943,2238,1
UTTAR PRADESH,BAREILLY,2010,115,142,22,44,0,44,182,163,19,0,0,44,100,535,282,253,118,117,219,6,0,153,55,97,0,214,0,305,1809,4277,1
UTTAR PRADESH,BIJNOR,2010,87,53,19,40,0,40,117,100,17,4,1,50,54,309,128,181,46,44,239,5,8,488,27,56,0,254,0,214,745,2860,1
UTTAR PRADESH,BULANDSHAHAR,2010,119,139,25,24,0,24,148,127,21,5,4,65,56,399,192,207,83,42,157,3,1,14,40,60,0,327,0,343,1002,3056,1
UTTAR PRADESH,FATEHPUR,2010,75,44,23,33,0,33,71,57,14,13,0,32,32,115,58,57,26,51,135,0,1,247,42,53,2,83,0,212,653,1943,1
UTTAR PRADESH,FIROZABAD,2010,109,68,27,18,0,18,99,78,21,9,0,28,39,293,198,95,60,32,98,0,0,247,54,33,0,83,0,280,964,2541,1
UTTAR PRADESH,GAUTAMBUDH NAGAR,2010,100,105,19,39,0,39,107,77,30,18,1,237,166,2844,2045,799,113,102,362,3,1,25,19,41,0,132,0,212,1445,6091,1
UTTAR PRADESH,GORAKHPUR,2010,105,82,22,45,0,45,229,199,30,4,0,83,250,1126,746,380,239,141,335,20,1,342,61,69,0,266,0,334,1492,5246,1
UTTAR PRADESH,HARDOI,2010,68,30,21,20,0,20,74,73,1,0,0,6,29,139,45,94,16,22,66,0,2,271,24,50,0,55,0,254,1145,2292,1
UTTAR PRADESH,HATHRAS,2010,62,55,9,24,0,24,79,60,19,28,0,47,43,180,88,92,59,36,71,2,2,105,30,45,0,107,0,174,433,1591,1
UTTAR PRADESH,J.P.NAGAR,2010,57,42,14,24,0,24,57,52,5,9,3,38,43,132,70,62,43,15,73,0,0,36,21,25,0,69,0,153,507,1361,1
UTTAR PRADESH,KHIRI,2010,74,71,30,26,0,26,89,80,9,0,3,24,21,227,115,112,29,42,58,2,2,311,37,37,0,33,0,195,985,2296,1
UTTAR PRADESH,MAINPURI,2010,68,79,18,15,0,15,79,66,13,1,0,13,37,129,65,64,50,23,48,1,0,203,28,37,0,16,0,228,571,1644,1
UTTAR PRADESH,MATHURA,2010,75,98,23,24,0,24,87,79,8,5,0,35,55,650,436,214,102,99,250,9,7,149,29,49,0,219,0,462,1880,4307,1
UTTAR PRADESH,RAMPUR,2010,68,77,19,65,0,65,114,96,18,11,2,96,68,347,138,209,69,68,203,1,8,4,23,44,0,121,0,137,781,2326,1
UTTAR PRADESH,SHAHJAHANPUR,2010,93,99,21,45,0,45,102,85,17,3,0,20,40,209,75,134,29,44,140,2,7,127,50,44,0,12,0,254,1018,2359,1
UTTAR PRADESH,SITAPUR,2010,77,40,25,11,0,11,114,109,5,5,0,36,70,274,78,196,23,36,86,4,1,146,45,54,0,111,0,560,1112,2830,1
UTTAR PRADESH,UNNAO,2010,46,54,28,32,0,32,81,76,5,4,0,22,52,127,49,78,37,49,81,3,0,197,26,57,0,74,0,286,380,1636,1
UTTARAKHAND,DEHRADUN,2010,33,48,16,37,0,37,71,57,14,4,0,50,97,505,228,277,130,41,204,14,8,230,12,26,74,117,0,160,493,2370,1
UTTARAKHAND,HARIDWAR,2010,44,62,7,28,0,28,86,71,15,3,0,51,56,474,206,268,157,67,187,7,4,558,15,31,67,103,0,205,442,2654,1
UTTARAKHAND,UDHAMSINGH NAGAR,2010,55,66,12,22,0,22,70,69,1,3,1,43,57,855,338,517,91,24,75,2,0,42,23,23,0,75,0,226,523,2288,1
WEST BENGAL,BANKURA,2010,105,58,6,36,0,36,47,45,2,24,15,38,8,228,49,179,262,24,42,1,16,158,18,59,2,279,0,160,665,2251,1
WEST BENGAL,BIRBHUM,2010,94,22,20,44,0,44,52,29,23,5,31,28,11,388,82,306,281,16,42,0,23,420,25,48,0,301,0,207,489,2547,1
WEST BENGAL,BURDWAN,2010,134,19,33,72,0,72,112,69,43,12,61,54,13,693,257,436,396,12,112,3,17,70,28,93,0,693,0,103,2266,4996,1
WEST BENGAL,COOCHBEHAR,2010,66,141,1,143,0,143,186,170,16,2,2,5,7,254,62,192,113,18,62,1,9,155,12,62,0,535,0,111,1836,3721,1
WEST BENGAL,DAKSHIN DINAJPUR,2010,40,88,17,56,0,56,96,87,9,0,4,13,9,163,52,111,29,6,33,4,11,184,19,77,0,264,0,90,868,2071,1
WEST BENGAL,DARJEELING,2010,62,3,17,36,0,36,77,75,2,2,25,15,12,593,186,407,86,67,33,5,7,672,2,57,7,158,0,139,773,2848,1
WEST BENGAL,HOOGHLY,2010,124,47,24,52,0,52,87,87,0,13,45,40,3,760,184,576,728,0,115,7,52,159,12,47,0,694,0,144,1595,4748,1
WEST BENGAL,HOWRAH,2010,111,7,15,59,0,59,185,154,31,40,41,68,64,1399,370,1029,297,51,331,6,0,67,31,121,0,1078,0,377,4171,8519,1
WEST BENGAL,KOLKATA,2010,49,55,43,32,0,32,125,91,34,0,26,18,66,3118,506,2612,282,329,1271,73,0,2007,12,226,133,400,3,362,6880,15510,1
WEST BENGAL,MALDA,2010,86,139,24,167,0,167,189,122,67,7,15,24,3,333,138,195,80,0,68,47,0,448,6,139,1,621,0,0,1889,4286,1
WEST BENGAL,PASCHIM MIDNAPUR,2010,268,113,49,67,0,67,101,101,0,40,20,55,30,533,158,375,445,35,58,2,36,142,18,70,1,669,0,4,1884,4640,1
WEST BENGAL,PURAB MIDNAPUR,2010,87,8,53,51,0,51,127,120,7,14,8,25,23,408,134,274,581,9,93,3,13,0,27,16,0,702,0,281,1867,4396,1
WEST BENGAL,PURULIA,2010,115,0,7,42,0,42,37,0,37,10,18,37,12,263,44,219,104,0,44,1,0,0,13,60,0,194,0,0,838,1795,1
WEST BENGAL,UTTAR DINAJPUR,2010,63,106,10,130,0,130,118,99,19,15,10,34,4,364,114,250,188,9,34,2,10,957,22,94,1,477,0,2,1109,3759,1
DELHI UT,CENTRAL,2010,25,11,3,20,0,20,126,62,64,0,0,35,65,1350,791,559,5,20,352,3,1,152,2,25,3,62,0,9,559,2828,1
DELHI UT,NORTH,2010,30,16,7,7,0,7,161,88,73,0,0,24,75,1166,604,562,1,25,109,1,7,142,8,23,8,63,0,19,997,2889,1
DELHI UT,SOUTH,2010,35,21,5,59,0,59,240,144,96,4,12,47,203,2454,1677,777,0,30,200,5,4,104,9,66,10,79,0,35,1686,5308,1
ANDHRA PRADESH,ADILABAD,2011,109,94,8,84,0,84,77,70,7,5,0,8,230,346,96,250,85,24,175,3,33,1897,20,112,142,429,0,359,881,5121,1
ANDHRA PRADESH,ANANTAPUR,2011,171,108,5,16,0,16,83,83,0,13,0,15,247,645,175,470,85,16,155,1,38,1977,36,156,16,198,0,595,854,5430,1
ANDHRA PRADESH,CHITTOOR,2011,91,55,5,17,0,17,84,47,37,5,0,17,159,612,245,367,84,21,163,10,57,1848,25,124,168,421,0,500,758,5224,1
ANDHRA PRADESH,CUDDAPAH,2011,120,67,6,41,0,41,73,65,8,3,0,4,143,586,248,338,105,36,163,5,29,2050,15,144,17,122,0,489,1122,5340,1
ANDHRA PRADESH,CYBERABAD,2011,213,128,17,89,0,89,146,90,56,9,0,93,1210,4010,1754,2256,52,168,1293,13,49,4028,51,158,234,1411,0,1185,3088,17645,1
ANDHRA PRADESH,EAST GODAVARI,2011,83,110,3,72,0,72,60,51,9,2,0,23,308,1000,364,636,31,88,280,23,34,2228,17,176,224,575,0,563,1211,7111,1
ANDHRA PRADESH,GUNTUR,2011,88,73,2,40,0,40,58,57,1,4,0,8,255,691,80,611,36,25,278,15,40,2934,8,223,140,494,0,460,1154,7026,1
ANDHRA PRADESH,HYDERABAD CITY,2011,117,136,6,59,0,59,95,39,56,8,0,40,693,4416,1823,2593,220,75,1864,44,50,3334,37,157,93,1355,0,505,2353,15657,1
ANDHRA PRADESH,KARIMNAGAR,2011,150,124,6,58,0,58,172,120,52,2,6,20,339,792,288,504,179,59,588,3,73,2801,40,253,235,702,0,574,1797,8973,1
ANDHRA PRADESH,KHAMMAM,2011,108,98,6,84,0,84,81,73,8,5,0,12,262,540,212,328,157,18,199,1,19,1945,20,243,140,519,0,528,976,5961,1
ANDHRA PRADESH,KRISHNA,2011,70,78,1,80,0,80,89,75,14,2,0,13,264,592,145,447,32,33,203,2,50,2606,15,348,292,733,0,416,938,6857,1
ANDHRA PRADESH,KURNOOL,2011,153,177,4,39,0,39,76,58,18,9,0,19,240,555,166,389,116,13,382,4,45,1611,20,340,222,424,0,553,2439,7441,1
ANDHRA PRADESH,MAHABOOBNAGAR,2011,188,85,28,88,0,88,74,69,5,3,0,15,236,1168,10,1158,67,25,194,4,76,1955,28,162,66,259,0,708,1246,6675,1
ANDHRA PRADESH,MEDAK,2011,141,57,14,38,0,38,40,33,7,6,0,19,331,564,154,410,72,13,250,8,62,1725,26,121,50,384,0,749,999,5669,1
ANDHRA PRADESH,NALGONDA,2011,101,95,5,48,0,48,84,51,33,2,0,19,294,612,150,462,130,31,264,6,62,1374,36,229,150,255,0,778,3065,7640,1
ANDHRA PRADESH,NELLORE,2011,61,82,3,28,0,28,85,81,4,2,1,18,208,943,295,648,36,87,229,6,51,2237,7,166,119,187,0,460,1278,6294,1
ANDHRA PRADESH,NIZAMABAD,2011,135,55,9,63,0,63,84,51,33,9,0,30,408,766,231,535,88,27,248,4,20,1900,27,98,100,569,0,506,1245,6391,1
ANDHRA PRADESH,PRAKASHAM,2011,88,111,5,24,0,24,100,81,19,7,0,15,202,510,174,336,53,71,276,7,34,1397,11,243,56,266,0,495,2009,5980,1
ANDHRA PRADESH,WARANGAL,2011,72,32,8,48,0,48,68,62,6,1,0,12,234,338,8,330,208,8,179,1,27,975,26,157,27,89,0,305,1701,4516,1
ANDHRA PRADESH,WEST GODAVARI,2011,74,92,2,97,0,97,144,90,54,2,0,20,433,1199,350,849,35,62,451,16,43,2389,27,364,238,760,0,634,1229,8311,1
ASSAM,BARPETA,2011,45,26,0,92,0,92,168,156,12,18,0,21,149,236,10,226,197,76,33,5,2,36,5,25,0,336,0,12,1480,2962,1
ASSAM,CACHAR,2011,64,7,0,74,0,74,178,167,11,25,0,20,123,559,101,458,245,52,66,6,35,397,4,7,0,498,0,81,1845,4286,1
ASSAM,DARRANG,2011,34,3,0,95,0,95,200,192,8,4,0,5,161,173,9,164,28,67,91,0,7,179,2,109,2,164,0,67,1231,2622,1
ASSAM,DIBRUGARH,2011,89,0,10,54,0,54,135,29,106,1,0,23,98,437,101,336,22,61,102,0,0,104,0,7,0,135,0,309,942,2529,1
ASSAM,GOALPARA,2011,39,5,0,99,0,99,100,89,11,10,0,13,67,189,23,166,142,0,49,0,7,244,3,2,0,142,2,46,1044,2203,1
ASSAM,GOLAGHAT,2011,56,56,0,54,0,54,159,146,13,6,0,29,81,224,7,217,4,14,44,0,17,356,1,66,0,194,0,165,486,2012,1
ASSAM,JORHAT,2011,48,9,5,49,0,49,85,11,74,5,0,30,137,347,43,304,19,37,76,4,6,450,2,49,0,172,0,136,481,2147,1
ASSAM,KAMRUP,2011,44,4,1,63,0,63,156,139,17,19,0,36,122,375,31,344,42,36,41,1,12,179,6,61,0,147,0,68,1455,2868,1
ASSAM,KARIMGANJ,2011,45,25,1,46,0,46,79,68,11,18,0,9,90,162,4,158,81,16,32,2,35,261,4,15,0,194,0,48,868,2031,1
ASSAM,KOKRAJHAR,2011,51,27,0,52,0,52,105,79,26,8,0,17,48,155,32,123,64,7,39,0,32,166,1,31,0,120,0,49,266,1238,1
ASSAM,LAKHIMPUR,2011,38,16,0,52,0,52,143,120,23,6,0,15,76,161,2,159,39,7,7,0,16,352,0,57,0,119,0,167,739,2010,1
ASSAM,MORIGAON,2011,27,8,4,54,0,54,96,93,3,3,0,5,65,62,17,45,103,14,41,2,3,112,3,12,0,112,0,50,428,1204,1
ASSAM,SIBSAGAR,2011,61,30,0,49,0,49,132,118,14,1,0,31,137,379,8,371,39,13,80,2,15,334,8,78,0,99,0,95,671,2254,1
ASSAM,SONITPUR,2011,84,14,2,96,0,96,262,231,31,11,0,19,181,386,14,372,58,31,87,0,19,267,12,34,0,346,0,343,1379,3631,1
ASSAM,TINSUKIA,2011,98,49,1,61,0,61,153,135,18,6,0,34,114,400,1,399,45,53,60,2,13,254,1,27,0,121,0,122,671,2285,1
BIHAR,ARARIA,2011,69,44,14,69,0,69,115,91,24,19,2,45,62,262,58,204,266,31,14,0,14,98,26,14,0,24,0,52,1674,2914,1
BIHAR,AURANGABAD,2011,88,105,1,18,0,18,62,60,2,31,0,38,120,299,38,261,334,74,168,0,13,366,30,32,0,152,0,172,1306,3409,1
BIHAR,BEGUSARAI,2011,100,40,2,17,0,17,119,94,25,12,0,40,67,345,120,225,257,40,87,0,20,595,39,12,0,39,0,411,1178,3420,1
BIHAR,BETTIAH,2011,74,12,2,21,0,21,118,81,37,0,1,14,117,445,137,308,245,49,77,1,16,226,32,7,0,67,0,89,2290,3903,1
BIHAR,BHAGALPUR,2011,85,51,10,23,0,23,106,94,12,7,4,36,127,396,94,302,216,20,68,3,41,527,12,10,0,17,0,294,971,3024,1
BIHAR,BHOJPUR,2011,96,41,4,16,0,16,64,48,16,13,10,35,76,351,85,266,140,77,91,2,13,328,40,2,0,72,0,129,1964,3564,1
BIHAR,BUXAR,2011,65,34,1,13,0,13,76,52,24,15,2,40,108,254,48,206,214,51,75,0,6,657,37,6,0,59,0,68,455,2236,1
BIHAR,DARBHANGA,2011,71,92,43,34,0,34,128,97,31,15,4,17,82,447,147,300,489,301,143,0,27,1155,38,202,0,284,0,157,1658,5387,1
BIHAR,GAYA,2011,155,22,9,23,0,23,155,63,92,45,8,70,161,757,202,555,262,35,137,1,17,1200,56,7,0,47,0,495,1545,5207,1
